serror_rate,srv_serror_rate,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,flag,class
0.0,0.0,1.0,33,0.13,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,240,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.22,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,RSTR,anomaly
1.0,1.0,1.0,1,0.0,0.96,1.0,SH,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.36,56,0.22,1.0,1.0,S0,anomaly
1.0,1.0,0.02,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,113,0.44,0.01,0.02,SF,normal
1.0,1.0,0.01,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.27,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,2,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.03,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,249,0.98,0.0,0.0,SF,normal
0.5,0.5,1.0,248,0.97,0.01,0.01,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
1.0,1.0,0.06,5,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,164,0.78,0.0,0.0,SF,normal
1.0,1.0,0.05,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.01,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.03,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,25,0.1,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
0.0,0.0,0.03,3,0.01,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,242,0.95,0.0,0.0,SF,normal
1.0,1.0,0.19,24,0.09,1.0,1.0,S0,anomaly
1.0,1.0,0.14,33,0.13,1.0,1.0,S0,anomaly
0.0,0.0,1.0,111,0.72,0.0,0.0,SF,normal
0.0,0.0,1.0,83,0.86,0.0,0.0,SF,normal
1.0,1.0,0.5,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,57,0.34,0.0,0.0,SF,normal
0.0,0.0,0.52,17,0.07,0.05,0.0,SF,anomaly
1.0,1.0,0.09,12,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.01,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.97,1.0,0.46,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.03,5,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.13,17,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,107,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,236,0.93,0.0,0.0,SF,normal
0.0,0.0,1.0,64,0.31,0.0,0.0,SF,anomaly
1.0,1.0,0.02,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,58,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,6,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.07,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,0.95,20,0.08,0.0,0.0,SF,anomaly
1.0,1.0,0.01,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,8,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.35,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,187,0.82,0.0,0.0,RSTO,normal
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.16,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,129,0.51,0.0,0.0,SF,anomaly
0.0,0.0,1.0,239,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,4,0.02,0.94,0.0,RSTO,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,22,0.24,0.0,0.0,SF,anomaly
0.0,0.0,1.0,112,0.44,0.0,0.0,SF,normal
0.22,0.0,0.0,1,0.0,0.17,0.0,REJ,anomaly
0.0,0.0,1.0,25,0.11,0.03,0.0,SF,normal
0.0,0.0,1.0,125,0.49,0.0,0.0,SF,normal
1.0,1.0,0.04,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,136,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.12,13,0.05,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,174,0.58,0.0,0.0,SF,normal
1.0,1.0,0.07,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.03,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,RSTR,anomaly
1.0,1.0,0.03,11,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.97,1.0,0.45,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,14,0.05,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.08,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.05,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.09,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,5,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,1,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,169,0.67,0.0,0.0,SF,normal
0.0,0.0,1.0,152,0.6,0.0,0.01,SF,normal
0.0,0.0,0.17,32,0.13,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,251,0.98,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,172,0.64,0.01,0.01,SF,normal
0.0,0.0,1.0,238,0.93,0.0,0.0,SF,normal
1.0,1.0,0.05,15,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.07,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,131,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.01,0.0,SF,normal
1.0,1.0,0.03,16,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.09,14,0.05,1.0,1.0,S0,anomaly
0.96,1.0,0.24,48,0.19,1.0,1.0,S0,anomaly
1.0,1.0,0.08,23,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,244,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.5,193,0.61,0.0,0.0,SF,normal
1.0,1.0,0.04,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,30,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.02,2,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.03,8,0.07,0.98,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,243,1.0,0.0,0.0,SF,normal
0.0,0.0,0.07,1,0.0,0.0,0.0,SF,anomaly
1.0,1.0,0.02,30,0.12,1.0,1.0,S0,anomaly
0.0,0.0,0.09,19,0.07,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,10,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.09,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,2,0.04,0.0,0.0,SF,normal
1.0,1.0,0.03,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.41,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.33,245,0.96,0.0,0.0,SF,normal
0.0,0.0,1.0,115,0.73,0.0,0.0,SF,normal
0.0,0.0,0.5,1,1.0,0.0,0.0,SF,normal
1.0,1.0,1.0,3,1.0,0.33,0.33,S0,anomaly
1.0,1.0,0.0,3,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.32,24,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,28,0.2,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,30,0.12,1.0,1.0,S0,anomaly
0.0,0.0,0.08,9,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.06,0.0,0.0,1,0.0,0.05,0.0,REJ,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,RSTR,anomaly
1.0,1.0,0.09,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.04,15,0.06,1.0,1.0,S0,anomaly
0.0,0.0,0.01,3,0.01,0.0,0.0,REJ,anomaly
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,6,0.11,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
1.0,1.0,0.03,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.5,0.5,1.0,107,0.43,0.01,0.02,S0,normal
1.0,1.0,0.07,18,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.16,15,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.03,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.1,15,0.06,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,88,0.41,0.0,0.01,SF,normal
0.0,0.0,1.0,72,0.41,0.0,0.0,SF,normal
0.01,0.0,0.01,1,0.0,0.0,0.0,REJ,anomaly
1.0,1.0,0.1,11,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.11,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,165,0.93,0.0,0.0,SF,normal
1.0,1.0,0.08,9,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,37,0.28,0.02,0.0,SF,anomaly
1.0,1.0,0.33,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,25,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.14,2,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.02,8,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.05,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,47,0.68,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
1.0,1.0,0.0,1,0.01,0.99,1.0,S0,anomaly
1.0,1.0,0.06,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.09,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,20,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,12,0.05,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
0.0,0.0,1.0,123,0.48,0.46,0.49,SF,normal
0.0,0.0,1.0,1,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,49,0.19,0.02,0.0,SF,anomaly
1.0,1.0,0.06,6,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,71,0.28,0.14,0.0,SF,anomaly
1.0,1.0,1.0,1,0.0,0.96,1.0,SH,anomaly
0.0,0.0,1.0,178,0.78,0.01,0.01,SF,normal
1.0,1.0,0.24,41,0.16,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.13,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,237,0.93,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,1.0,1,0.0,1.0,1.0,SH,anomaly
0.0,0.0,1.0,93,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.05,14,0.05,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.1,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.25,68,0.27,1.0,1.0,S0,anomaly
1.0,1.0,1.0,1,0.01,0.93,1.0,SH,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,4,0.02,0.98,0.0,SF,normal
1.0,1.0,0.04,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.09,12,0.05,0.0,0.0,RSTO,anomaly
1.0,1.0,0.0,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,182,0.68,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,166,0.65,0.0,0.0,SF,normal
0.0,0.0,1.0,103,0.39,0.0,0.0,SF,normal
0.0,0.0,0.04,5,0.02,0.0,0.0,REJ,anomaly
1.0,1.0,0.07,16,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.01,30,0.12,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,232,0.91,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,23,0.1,0.02,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.01,0.01,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,169,0.78,0.0,0.0,SF,normal
0.0,0.0,0.12,4,0.02,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.09,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,83,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,11,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.02,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,0.04,10,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,104,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.21,61,0.24,1.0,1.0,S0,anomaly
1.0,1.0,0.04,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,214,0.84,0.0,0.0,SF,anomaly
1.0,1.0,0.08,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.02,2,0.01,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,81,0.46,0.01,0.0,SF,anomaly
0.0,0.0,1.0,7,0.13,0.0,0.0,SF,normal
1.0,1.0,0.23,25,0.1,1.0,1.0,S0,anomaly
1.0,1.0,0.04,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
1.0,1.0,0.09,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.24,63,0.24,0.99,0.56,S0,anomaly
0.0,0.0,0.11,16,0.06,0.0,0.0,REJ,anomaly
1.0,1.0,0.16,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,7,0.22,1.0,1.0,S0,anomaly
0.0,0.0,0.08,10,0.42,0.0,0.0,REJ,anomaly
1.0,1.0,0.22,69,0.27,1.0,1.0,S0,anomaly
0.0,0.0,1.0,7,0.03,0.85,0.0,SF,normal
0.0,0.0,1.0,202,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.01,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,26,0.1,0.79,0.0,SF,normal
1.0,1.0,1.0,98,0.55,0.99,0.98,S0,anomaly
0.0,0.0,1.0,174,0.76,0.0,0.0,SF,normal
0.0,0.0,1.0,6,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,0.16,20,0.37,0.0,0.0,REJ,anomaly
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,0.05,8,0.03,0.0,0.0,SF,normal
1.0,1.0,0.51,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.03,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,95,0.37,0.0,0.0,SF,normal
0.0,0.0,0.02,1,0.0,0.0,0.0,REJ,anomaly
1.0,1.0,0.02,5,0.07,0.97,1.0,S0,anomaly
0.0,0.0,1.0,68,0.5,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,90,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,43,0.51,0.0,0.0,SF,normal
0.0,0.0,0.0,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,236,0.93,0.0,0.0,SF,normal
0.0,0.0,1.0,31,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,111,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.05,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,236,0.93,0.0,0.0,SF,normal
1.0,1.0,0.46,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,110,0.74,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,210,0.82,0.0,0.0,SF,normal
0.0,0.0,1.0,72,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,52,0.2,0.0,0.0,SF,anomaly
0.0,0.0,1.0,3,0.01,0.0,0.0,SF,anomaly
1.0,1.0,0.12,15,0.06,1.0,1.0,S0,anomaly
0.0,0.0,0.06,36,0.14,0.0,0.0,REJ,anomaly
1.0,1.0,0.5,4,0.02,1.0,1.0,S0,anomaly
0.99,1.0,0.01,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,209,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,232,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
0.0,0.0,1.0,240,0.83,0.0,0.0,SF,normal
0.0,0.0,0.05,12,0.05,0.0,0.0,REJ,anomaly
1.0,1.0,0.31,58,0.23,1.0,1.0,S0,anomaly
0.0,0.0,0.33,1,0.5,0.0,0.0,SF,normal
0.0,0.0,1.0,248,1.0,0.0,0.0,SF,normal
0.09,0.0,0.0,1,0.0,0.09,0.0,REJ,anomaly
1.0,1.0,0.01,1,0.0,1.0,1.0,S0,anomaly
0.07,0.0,0.07,1,0.01,0.01,0.0,SF,normal
0.0,0.0,1.0,228,0.89,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.12,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,65,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,29,0.11,0.73,0.0,SF,normal
0.0,0.0,1.0,242,0.96,0.0,0.0,SF,normal
1.0,1.0,0.1,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.09,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,158,1.0,0.0,0.01,SF,normal
0.93,1.0,0.93,15,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,69,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.05,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.14,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,56,0.22,0.0,0.0,SF,normal
0.0,0.0,1.0,63,0.21,0.0,0.0,SF,normal
1.0,1.0,0.02,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,171,0.7,0.0,0.0,SF,normal
0.0,0.0,1.0,9,0.11,0.0,0.11,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,39,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,9,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,126,0.49,0.45,0.48,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,24,0.77,0.0,0.0,SF,normal
1.0,1.0,0.13,2,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.07,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.12,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,192,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,6,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,99,0.95,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.04,9,0.04,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,101,0.39,0.01,0.01,SF,normal
1.0,1.0,0.3,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,243,0.95,0.0,0.0,SF,normal
0.0,0.0,1.0,203,0.8,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,112,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,5,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,11,0.04,0.18,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.3,9,0.04,0.1,0.0,SF,anomaly
1.0,1.0,1.0,255,1.0,1.0,0.0,S1,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,0.5,1,0.0,0.5,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.14,239,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,23,0.09,0.75,0.0,SF,normal
0.0,0.0,1.0,113,0.44,0.01,0.0,SF,anomaly
0.0,0.0,0.36,14,0.05,0.16,0.0,SF,anomaly
1.0,1.0,1.0,1,0.0,0.03,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
0.0,0.0,1.0,4,0.07,0.0,0.25,SF,normal
1.0,1.0,0.06,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,30,0.17,0.01,0.03,SF,normal
0.0,0.0,1.0,58,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.08,1,0.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,141,0.55,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.08,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,0.02,5,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,31,0.25,0.0,0.0,SF,normal
0.0,0.03,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,122,0.69,0.0,0.0,SF,normal
